,Unnamed: 0,sentiment,review,emopattern,emoscore,pnp,npn,pnpn,npnp,ppp,nnn,Total_pnp_patterns
52039,52039,1,"this is the best bon jovi album of all time. It shot them to superstardom and songs like ""You Give Love A Bad Name"" are Bon Jovi anthems. Livin On A Prayer is the best example of never giving up even through the tough times and Richie Sambora's mastery of the talk box is just great. Wanted Dead Or Alive is the Bon Jovi anthem. And to top it all off, Never Say Goodbye is an amazing love ballad. The second best love ballad. When JBJ dreams about movies they wont make of him when he's dead is the best. But that came 6 years later. Anyways Slippery When Wet rules and i truly recommend this album.",spupupppup,0.9809695482254028,0,0,0,0,1,0,0
2406823,2406823,1,"Hi! i really enjooy it! When I listen to it at the first time, I felt a little bit disappointed but when I listen to it a few more times, I felt the CD was very good!Now, I have listened to the CD a number of times and I feel the CD is extremely good!",sppp,0.8850602507591248,0,0,0,0,1,0,0
295069,295069,1,"I like the character of Cadfael, who has come to the order later in life with a full history of experience behind him. There are interesting secondary characters and subplots that don't overshadow the primary mystery, and a clever the twist at the end. The book is well written, unpretentious and very enjoyable.",sppp,0.9767646193504333,0,0,0,0,1,0,0
2554921,2554921,-1,"This is one of those books. In addition to not being a communist(DO YOU EXPECT ANY OTHER CONCLUSION FROM TONY HISS?), did you know Alger loved Picasso and VanGogh? He also loved his family and wrote letters from Lewisberg penitentiary -- you don't say! B L A H ! ! ! !",suuppuppp,0.689428985118866,0,0,0,0,1,0,0
2463888,2463888,1,I couldn't put this book down and read it in one sitting to the very last page. It is easy to read with no hard to follow medical jargon. Just full of useful and easy to implement ideas on how to raise a child with Reactive Attachment Disorder. We have already followed quite a few of the ideas and can see the difference already - especially with the 'pizazz' concept. This is a heartbreaking disorder and one which the child suffering from it deserves to be free of. We as adults owe it to our children to make this change for them.,snpppnu,0.0,0,0,0,0,1,0,0
546111,546111,1,"You know, there are actually some people in the world who don't own this album? What a shame. It's a classic! From the manic vocals on ""Black Dog"" through the thundering backbeat and jagged guitar lines of ""Four Sticks,"" to the rough Mississippi Delta blues of ""When the Levee Breaks,"" the album is epic. And of course, the album's centerpiece is ""Stairway to Heaven,"" a slow building folk rock masterpiece which climaxes in a volley of hard rock guitar lines with Plant's wailing vocals over the top.That's not to say that the album is all brawn and no melody. On the contrary, ""The Battle of Evermore"" and ""Going to California"" are beautiful folk ballads which perfect the folk sound that Led Zeppelin had been experimenting with ever since their first album came out.At any rate, if you don't own this album, then you ought to go out and buy it. Just to have one of the greatest CD's ever in your collection.",sunppppp,0.964849591255188,0,0,0,0,1,0,0
550985,550985,1,I had this on vinyl when it first came out. It's still as good as ever. Brilliant musically and lyrically,sppp,0.9603718519210815,0,0,0,0,1,0,0
2306101,2306101,1,"My girlfriend's son loved all the full-color stickers of his favorite ""Between the Lions"" characters. And the word-play stickers that accompany them really helped him with his reading skills. Excellent!",sppp,0.9471079707145691,0,0,0,0,1,0,0
2612469,2612469,1,My husband and I are enjoying this book together. It is a wonderful way to daily acknowledge the presence of the Lord in our lives. The scriptures that accompany the readings are powerful and give us strength for each day. I bought four copies and have given them all away except one which I kept for our own use. I highly recommend it.,spppup,0.9694939851760864,0,0,0,0,1,0,0
1289956,1289956,1,I received this book in a timely manner. The seller was very helpful when I had questions. Overall the product got to me on time and I appreciated it a lot. Great Job!,spppp,0.969209611415863,0,0,0,0,1,0,0
2823510,2823510,1,"You really cannot beat this price, even at Homer Laughlin discount sites, for the Fiesta collector you know or yourself. Bought these as future Christmas presents for Fiesta fanatics, along with the matching plates. The design is not Fiesta's most popular, however it is simple and will make a nice luncheon set.",sppp,0.8791016936302185,0,0,0,0,1,0,0
2449335,2449335,1,"I like this as much as Bringer of Blood. The sound is a little different. You have to turn it up louder than the rest of your CD's because it plays quieter...I don't know what is up with that. Check out 'Deathklaat', my fave on this album. Good classic SFU420 lovin' in heaping spoonfulls of decaying brain matter ladled generously onto your plate. Dig in!",spunppp,0.49641185998916626,0,0,0,0,1,0,0
2229203,2229203,1,"The novel, ""Surely You're Joking, Mr. Feynman!"", by Richard Feynman was very interesting I must say. The numerous stories of events during his life were very comical and entertaining. Feynman's humorous tales of his ideas and experiences made it hard to put down. Although the book is written by a physicist, it is not your typical science book. It tells about the things Mr. Feynman did from his childhood all the way up to his life as an adult. I would recommend this book to anyone wanting an enjoyable biography about a wonderfully successful physicist.",suupppuup,0.9838982224464417,0,0,0,0,1,0,0
2577392,2577392,1,"I am glad to report that Beverly has stayed true to her style. She has not lost anything. She is just as energentic as ever. Her background is wonderful and they compliment her strong voice well. Once again, another energy packed CD from Beverly. Enjoy.",spupppp,0.8333659172058105,0,0,0,0,1,0,0
1596036,1596036,1,"Before we were able to own any movie or favorite TV shows, we only had one opportunity a year to see this classic animated version of ""How the Grinch Stole Christmas"". Now, we can own it and can enjoy the original voices and music whenever you want! It's just as good as you remember and you can share it with younger generations who don't have the attention span for the full length movie.",sppp,0.9372241497039795,0,0,0,0,1,0,0
1033195,1033195,1,"Almost all the titles have tremendous rhythm and mood. The cut ""Feel the Need in Me"", in my view, is one of the great rock tunes ever recorded.The stereo duplication is terrific. I highly recommend these CD's to any fan of rock and soul.One caution: put on your headphones; the neighbors will flood your home to listen if they hear these cuts over your speakers!",sppp,0.798730194568634,0,0,0,0,1,0,0
286104,286104,1,What a blast we have had with the QUIDDLER word game. It is great fun for adults and a learning tool for kids too. I have played the game in both adult only or adult/kid settings and the game is suspenseful and creative for all involved. Buy a dictionary and ENJOY!!,sppppp,0.689428985118866,0,0,0,0,1,0,0
1796289,1796289,1,"This is an intellectually stimulating discussion of the nature of knowledge.As mentioned in other reviews the labels of knowledge can be confusing if the reader does not systematically take note of the progression of Mokyr's explanation. The reader, after assimilating the understanding Mokyr's model of knowledge, will reap huge rewards in their perspective of historical events and begin to look at current trends differently.This book is not intended to be light reading. The concepts require engagement; the readers engagement yields great rewards in understanding.Mokyr's ""The Lever of Riches"" is an excellent complement to this book. The two books can be read simultaneously or in order as written. Together they reveal the powerful forces that seem to be continually at work throughout human history that create environments of innovation.",spppup,0.779705286026001,0,0,0,0,1,0,0
499279,499279,1,"immensely impressed with this album!! bought it after a friend told me to check it out...and since then, i would say about 15 of my friends have purchased it...from lyricism to beats, simply dope production and....just.....BUY IT!!",sppp,0.689428985118866,0,0,0,0,1,0,0
2654349,2654349,1,My daughter uses it in her med classes everyday and has had no problems till today. Excellent product. I recommend.,sppp,0.8875104784965515,0,0,0,0,1,0,0
361024,361024,1,"We had 2 Wii controllers and needed two more. I did not realize until searching for two more controllers that some controllers are not exactly like the two that came with our Wii. However, we found what we wanted (the original Wii controller) on Amazon and ordered it. And, the product is exactly what we expected. Works great - totally satisfied with this purchase!",suuppp,0.9889262914657593,0,0,0,0,1,0,0
2822499,2822499,1,This knife is a perfect little paring knife. It works well for larger veggies like beefsteak tomatoes and such. It also cuts cheese well in a pinch because of the hollow ground divots. I have generally given up on using my standard 3inch paring knife at this point and I use this knife exclusively for small jobs.,spppn,-0.6340211629867554,0,0,0,0,1,0,0
1280561,1280561,1,"I had been in Stockholm for one month when I received this book as a gift. I'm pretty good with languages and I had already picked up a decent amount for communicative purposes. This book is excellent. I went back to the US for a year (before going to Sweden on study abroad) and this book prepared me marvelously to keep working on my Swedish skills. It explains a lot of the things you think you ""just have to memorize, there's no rule"". In fact there ARE rules for much of it, and this book has the rules!I would definitely recommend accompanying this book with plenty of verbal practice. TALK with Swedes, in Swedish. But for reading, writing, and general learning, personally I found this book to be a goldmine.",supppupup,0.9548441767692566,0,0,0,0,1,0,0
