,Unnamed: 0,sentiment,review,emopattern,emoscore
1410303,1410303,1,"Installed drivers from CD, plugged it in and synched my t610 and 3650 in about 30 minutes. The reason it took me 30 minutes was that I was playing around with the Bluetooth settings not realizing I didn't need to.So far no problems ... it's nice to not have to use the IR port with PC suite for me nokia.",spp,0.49158922
1578656,1578656,1,"Por siempre Fetiche. Este disco tiene un solo defecto: no anuncia en su tapa que la que canta en el es la gran Fetiche. Es una grabacion realizada por la cantante peruana despues de iniciar su carrera internacional en Mexico. Todos los temas son grabados en Mexico con los Tres Arieles y diversas orquestas. De aquellos temas hay un segundo CD: Recuerdos del Peru. Otros temas que Orfeon deberia recopilar son Sabrosito Son, Todo Igual y los demas de la decada del 50. Seria interesante tambien que se reeditaran sus grabaciones del 60, 70 y 80 de la Argentina, por ser una gran cantante melodica y que le dio tambien un sabor especial al vals peruano.",spnppppp,0.18295877
2944921,2944921,-1,I did not feel that this book adecuately covered the exam objectives. I bought the Hawhee book and studied that instead. Using that and the Trandender test I got a 942. I don't beleive that using the MS Press book will help you pass the exam. It is unfortunate that Microsoft's exam guides often do not cover the material in their own exams. I would strongly recommend the Hawhee book and of course the Trancender test.,snnpnnp,0.93887174
479475,479475,-1,"My 2 year old daughter had a lot of fun with this game, but it seems like the motor isn't strong enough, it worked perfect for a couple days with brand name batteries but after that it wasn't strong enough to blow the ""butterflies"" out of the trunk.",sn,0.61132234
1377773,1377773,-1,"After watching the news, I never will put plastic in the microwave again. Putting plastic in the microwave and then using the plastic to eat out of or drink out of gives you a greater chance of getting breast cancer later in life... I don't know about you, but I don't want my baby getting breast cancer.",snnn,0.81841666
1880372,1880372,-1,"I read this book cover to cover twice and answered the majority of the review questions to prepare for the exam. I felt very comfortable with the material and didn't think I'd have a problem on the exam. However, when I took the test, the majority of the material covered in the book was not asked about on the test. I think you have to buy the IIA's review materials (which are much more expensive than Wiley) in order to pass this test.",sppnn,0.24367358
1685880,1685880,-1,"They mailed me the french version instead of the english one that I ordered. I've returned it, but I have yet to receive a refund.",snn,0.6506736
753721,753721,1,"I read this book in 1998 after a divorce. This book gave me insight to the fact that I had been attracted to the complete opposite type of person than the type that could actually make me happy. I used the tools and then found my Husband whom I have been married to for 10years and we are soul mates who fall more in love all the time. You must work on yourself if you want to be in a happy relationship, another person cannot fix you or fill you up, you have to do that for yourself, one of the many things I learned from this book.!",spnppp,0.689429
2694257,2694257,1,"I enjoyed this so much that I went and purchased the hardcover for my collection. This collection proves that his Sherlock Holmes collection, while his most famous is certainly not his only great literary work.",spp,0.63840926
2664127,2664127,-1,"The heater bracket is pretty flimsy and made of thin steel, but for the price I could've lived with and fixed that. The next thing I noticed was the heat level knob was almost upside down. To see what levels I was setting, I had to either bend over and turn my head all the way to the side or sit on the ground. Still, for the price, probably would've kept it.After lighting the burners on high and letting it run for a while I bent over to change the setting to medium and the burners went out. I tried it several times before deciding to return the heater. It's too bad to because they really pumped out some good heat on high. Maybe I just got a lemon but probably going to fork up a little more cash and get a better one.",snnppnnp,0.23657194
1445986,1445986,1,"This is a great product haven't had any problems with it. Great speed, signal, everything! Very easy to install.",sppp,0.9348498
1628401,1628401,1,"This is overall, a good, informative resource, providing pretty much all you need to know to have a good understanding of Down Syndrome. The only reason I didn't give it 5 stars, is I think it presents more of the negative aspects than positive. For a new mother, it can be a little overwhelming if this is the first book you read. I would say it is a must have, for it is extremely informative. But, also make sure to read ""Gifts"" too, as that will present all the positive aspects of having a child with Down Syndrome as well.",spnnpp,0.7656631
718974,718974,-1,"Do not get the R-rated version: almost all of the ""wildly erotic"" material has been cut. The movie makes no sense without these scenes.",snn,0.5916835
2683775,2683775,-1,"Ordered off Amazon. It seems sturdy, but the lighting is cheap and mine flickers and gets dim for no reason.",spn,0.7107881
1915493,1915493,-1,"I have string lights around my deck every year and these were by far the cheapest [and not in a good way] that I've ever bought. That's why it's hard to purchase from the internet, because you really can't see what your getting.",spn,0.6652933
1979670,1979670,-1,"I am a long time Bette fan, but feel that most of her albums don't have enough good songs on them. I only own 2 Bette Albums, No Frills (her best) and Rosemary Clooney songbook. Of course she has other good songs, but her other cd's don't have enough good songs on them to keep. Sadly, that's the case with her new cd: Peggy Lee Songbook. 7 of the songs are boring. I think she made a mistake with the song choices. And her singing is flat and boring on most of them. The best song is the duet with Barry. I heard that she wants to do a Laura Nyro tribute cd. If she does, I hope she picks a different producer, maybe someone like: Richard Perry, Steve Levine, or Nile Rodgers.",snppnnnnppp,0.16667345
1535402,1535402,1,"THIS ITEM IS ABOUT AS NEAT AS CAN BE, IT IS LIKE AN ANTIQUE LOOKING SET, BUT HAS EVERYTHING YOU NEED TO PLAY THOSE 45S, LPS, ETC, OLD CASSETTES AND CD'S. IT HAS A REMOTE CONTROL, WHICH COMES IN SO HANDY WHEN IN THE KITCHEN OR SITTING ON SOFA, THIS IS THE BEST ITEM YET, SMALL, BUT DOES THE JOB OF A BIG STEREO UNIT. WHICH I HAD, BUT MOVED TO MUCH SMALLER APARTMENT AND NEEDED THE ROOM, THIS TAKES UP HARDLY ANY SPACE, PERFECTION IN MY EYES. I CAN NOW SIT AND ENJOY ALL MY 45S AND LPS AGAIN AND GET GREAT QUALITY SOUND. WHEN I MOVE INTO THE HOUSE, I CAN ADD ON BIGGER SPEAKERS AND REALLY ROCK N ROLL. JUST LOVE THIS SYSTEM. THINK YOU WILL TOO......",sppppppp,0.392082
816076,816076,1,"I liked it. Fun to watch what kind of tarntulas they used in the movie and all the misinformation about tarantulas being bandied about. Cheesy plot, bad acting; Elvira could have fun with this one.",sppn,0.8652255
74917,74917,-1,"Another 2pac Documentary basically. same research,same matters, some things not on other dvds/vhs. it's worth renting first to check out. I have the vhs. Ok if your a tupac fan.",spnppp,0.3029755
1751726,1751726,1,"If you want to know how the Techno Music has started this CD is one of your first lessons. This compilation brings some of the most important tracks of European techno as it was in the early 90's... These songs are the base for the hyped new ELECTRO style... So if you like Miss Kittin, Tiga, Felix da Housecat,... listen to this album and discover from where they got inspired.",spppp,0.329616
498571,498571,-1,"I dont like this book. I find its structure confusing and its layout very unattractive (no margins!). I have used it with some similar book, and every time a have tried to look for some topic in this book i found it failed (or at least did at bad job).I recomment B.S Everitt, Cluster Analysis for an overview, and Gan, Ma And Wu: Data clustering, theory, algoritms and applications for at very comprehensive how-to guide for the many different methods.",snnn,0.5901487
175404,175404,1,This is a good bed becides it is a little to big. But no other compliants. Recommended for cages with two or more pets. But buy it and you will be satified. And worth the money.,spnpnp,0.7445465
837840,837840,-1,"I've been dying my hair every color under the sun for years. After hearing a friend rave about Manic Panic, I thought I'd give it a try. The color came out very flat, and was not rich or vibrant at all. And, it looked extremely washed-out after only two shampoos.To be fair, there are a lot of brightly-colored dye brands out there, and many others I've experimented with have been far worse. It's a challenge to find one that comes out vivid and shiny and actually stays for a few weeks. I would recommend Special Effects, instead.",snpnnpp,0.19445272
2139328,2139328,-1,"We have had this for a month and now it will only pop half a batch. We have used it under ten times and it is already breaking. Not sure what other options there are out there, but take them.",snnp,0.1964278
744331,744331,-1,"This movie reeks of amateur film work from the very beginning. The characters are already stock and and the script unconvincing, and the poor acting doesn't help. While it's clearly a small budget movie, it isn't the budget that kills it. It's the silly storyline and poor performances.",snnnn,0.9054572
1824429,1824429,1,"The book's main idea: invest when insiders are buying, get rid of shares when they are selling. The source of insider transactions - Yahoo Finance. The author uses insider transactions as the sign of impending turnaround of shares that have been declining in price for a while. I guess the approach is valid, and insider transactions should be taken into consideration when buying shares.In short, this is another approach to investing/trading and could be used in combination with other methods. The book, though short, could be even shorter and should rather be a chapter in more comprehensive text. Then again, it tells you how to profit, and fifteen bucks is not much to pay for an investing idea.",spnnpnn,0.24437635
772648,772648,-1,"I'd heard of ""Troma"" films for awhile now, so I thought I'd give it a go and actually see one of them. I want a refund. I got this for five dollars at a blowout sale.It opens with this kid and his father in the woods roasting marshmallows and chanting spells, campfire stories. The father gets his foot caught in a deertrap. He dies. The kid goes psycho.From there we see a perfect example of how not to make a movie.The gore is hoky and retarded. At no point was this shocking or scary. Laughable. And not even that laughable. Just bad.You won't be ""tromatized"", you'll just be bored, and if you have a weak heart maybe cheaply disgusted. I want my five back.",spnpnnnnpnnp,0.2701274
2018326,2018326,-1,Don't bother buying this book and Secrets.It was disappointing read Rese the Herione was cold as ice while Lance was a warm and understanding Hero.He needed someone who had feelings and warmth and she was not it.,sn,0.898164
77424,77424,-1,"This is such an abysmal show. Yes, Stephen, we understand that you can write music, but next time, try to get a lead who can actually sing that music. The first song I listened to on this soundtrack was Being Alive, sung by Raul Esparza, and I had to switch it off. Unfortunately, after taking a breath, I had to turn it back on again, 1. for morbid fascination, and 2. because I had to learn it. Needless to say, I decided to do a different song. If you want a good musical, go get [title of show], a brilliant new musical comedy. If it has to be Stephen Sondheim, try Into the Woodsor Assassins (the revival). And if you just want a musical in which people both sing and accompany themselves, the revival of Sweeny Todd with Patti Lupone is AMAZING. Save yourselves the pain that is this musical.",snpnnnpppn,0.8666358
2658605,2658605,-1,"I found this book to be worthless. I flipped through my friend's copy, and decided that I would never purchase it for myself. Everything the book says is information I already know!",snnp,0.25343987
816475,816475,1,"The Rejects have really out-done themselves this time. Their self-titled debut album was full of high school spirit though still bursting with melody. Now their back and wiser, older, and with more meaningful lyrics. You can already tell that the hits ""Move Along"" and ""Dirty Little Secret"" hold an amazing amount of potential. The A-AR say that to write this album they stayed at the beach and didn't listen to any music except for classical while cooking! You can really tell that their music is all their own and they took the time and effort to make an exceptional album that is all their own!",snppppp,0.9607384
3328563,3328563,-1,"The machine makes great tasting espresso with a very nice crema however, the coffee isn't hot. After calling the manufacturer, I found out that the coffee should be between 175-185 degrees. My husband and I tested the temperature (for 10 days straight) and discovered it was only between 150-160 degrees. I called Briel back and he said that we need to let the machine,with the filter holder in tact, warm up for 5 to 7 minutes before we make our first cup of coffee for the day. Well, we tried that and it only raised the temperature to 165 degrees. Briel said we could send it in to have the thermostat replaced however it wouldn't do any good (because it was the user's fault not the machine...???) SO...I guess we'll have to heat our espresso up in the microwave if we want hot coffee :-( - I wouldn't buy this again.",spnppnnn,0.90401447
745044,745044,-1,This is soooo wrong. Anyone that buys Death Proof or Planet Terror separately is just supporting corporate greed. Grindhouse was intended as one movie experience. Don't let them get away with this. DO NOT buy these movies separately.,snnpnn,0.8065518
410278,410278,-1,Ok people.. there are actually two bolts that hold your rack together. Why would this lock make your rack secure? Any idiot could just unscrew the other bolt and get anything you had on your rack plus most of the rack itself. This product is completely ridiculous. The design of this bike rack is very lacking. They should design the rack with security in mind and not charge extra for it. Seriously.. isnt that part of their job? Who would want to buy a rack that is easy to steal? If you bought this rack then you are much better off just using a chain and a decent lock to chain it all together and chain it down to your hitch.,spnnnnnnnp,0.25506154
2674676,2674676,-1,"I did not think this movie could be as bad as some of the reviews said it was. It is. It drifts back and forth between boring and stupid. What little ""action"" there it has is mostly ridiculous hocus pocus nonsense. One cliche filled montage after another. Then there is one fight scene at the end. As others have said, don't waste your time.",snpnnnpn,0.381822
914510,914510,-1,"This the the worst movie I have ever seen. I will never get that time back. The plot was stupid, the acting was terrible and it was just a waste of time. There are so many great books out that that could be made into movies and yet they crank out this crap! It is not even worth the one star I was forced to give it!",snnnnn,0.92278874
1013720,1013720,1,"A year ago I found out I had Pneumonia, I panicked because I have never been that sick before in my life. I was given antibiotics to cure it. Well a week and a half after taking and finishing the antibiotics, my symptoms returned. I realized there would be no need to go back to the doctors because they obviously can't do anything for me. Because I am in to herbs anyways, I decided take Beta Glucan capsules. It was working but not fast enough for me. So I decided to drink this Herbal detox tea along with the herbal capsules. It got rid of my symptoms in two day. I completed the whole box of teas and bottle of herbs capsules. I did not have anymore problems or pneumonia after that. I would highly recommend this tea to anyone who might have the same illness, or coming down with a flu. Or someone who just wants a good detox.",snpnnpnpppppp,0.2387205
1201136,1201136,1,"It took me a while to get into this book because of the flowery writing style of yesteryear but I'm glad I kept on with it. After finally getting into the style of writing I was surprised at how this book hooked me and kept me reading it. The ending was not how I wanted this book to turn out though. However Sisters is well worth the download. I recommend it.Kristie Leigh Maguire, author ofSecond Chances",sppnpp,0.8710365
682961,682961,-1,I have enjoyed all of Grisham's books (and have read them all) except this one. The plot was predictable and uninteresting. This book tells me that all homeless people are saints and victims of greedy rich people. It was one big sob story. What a boring disappointment!!!,spnnnnp,0.689429
3415366,3415366,-1,"Unfortunately, my reaction to this book is very harsh. Throughout the reading of it I kept thinking that someone must have told the author to write down all his adventures because they are so interesting. In fact the story could be fun if it were told with a sense of irony, or a sense of humor, or a sense of recognition but the author's voice is lacking any sense of direction. Hang on, here-it-is-the-point: we are to take seriously the invisible bond that is the relationship between the drunk drag queen and the crack-addicted prostitute. I felt neither laughter nor tears in this flat recitative.",snpnnn,0.5871724
1101325,1101325,1,"This CD is a compilation which every self-respecting Oasis fan must own ... but probably less so if they own all of the CD singles.Even so, where else can you find all of the B-Sides in one handy location. Honestly, when was the last time you put on a single, just to listen to a b-side ?My point exactly.Each of these songs has it's own unique character, while remaining distinctly Oasis in origin. Some of these tracks could even have been good enough to be an album track in their own right.Buy it ... If you own the singles, think twice, then buy it anyway.",spnpn,0.11909966
775809,775809,-1,"Well, at least mine's lasted almost a year b/f it started blinked rapidly and then quit working together. If I had any idea that this solar light was only going to last 8 months I NEVER would have purchased it. I got it on selland thrilled at the time with the price. Fooled was I! I advise you to keep your hard earned money in your pocket or just buy a well known brand solar motion light. SUNFORCE sales junk and they know it's JUNK-that's why its products appears to be on sale, but it's just plain cheap anyway! I highly recommend buyers to reject this company.Don't let them get rich by scamming you this way.",snnpnpnn,0.90499806
3009879,3009879,1,Great product but not sure the added speed is required on my Canon 10D? Buffer may work fine with slower cards. At this price I couldn't say no!,snpp,0.42870256
2621263,2621263,-1,"Wish I had seen the boring review before I purchased the DVD for my 4 year old grandaughter. I was expecting a movie with a read along book ( guess I didn't read close enough) My granddaugher loves books and movies , but this was neither and was boring. I didn't enjoy even listening to the story myself. Was overpriced considering the DVD Spookley is so much better. She begs this to be read to her and to watch the movie. Was a waste of $$$$ in my opinion.",snnnppn,0.8978911
2312644,2312644,1,"I read a lot of people complaining about the lifespan of these filters. I will tell you, just like manufacturer's claims about battery life in Cell Phones, these thing do not last as long as the box says. HOWEVER: If you want filtered water, the cost per gallon (even when the filter only filters 30 gallons, as one review suggested, it is still exceptional. I normally get about 3 months out of each filter, about 60 gallons... we do have soft water here, so Well Water might shorten the life. If you need, or will only drink, filtered water, and you can buy 360 Gallons of clean water for $52, you should do it. Fact is, you get more. Given the choice of buying water at the store at 60-99 cents/gallon... and lugging it home, I prefer the faucet filter. Even if it did only filter 30 gallons, at the store that same amount of water would cost you $15-$30. The filters here are about $8.50 ea The Amazon price is less than half what I pay for replacement filters locally.",snnpppppnp,0.15362109
1592874,1592874,-1,"Having been born a first generation Yankee with Southern roots, I of course was raised listening to the music of Bill Monroe and Earl and Scruggs. But this is NOT bluegrass, nor even the more popular ""Roots"" music. Aside from the always great Allison Krauss and one or two other exceptions, the caterwauling on this album is offensive, the equivalent of a White man's minstrel show. I find the ""musicianship"" of some of the ""artists"" a rude ""homage"" to true American Appalachian music; they sound like caricaturists from a 1930's vaudeville act hamming it up as to what this type of music ""should"" sound like. Don't waste your time, I can't even get past the fourth or fifth track. Utterly offensive for someone raised on this type of stuff.",spnnnnn,0.9297805
1705156,1705156,-1,Everytime I took a drink I would get really sick and throw up. I mean if you ever wanted to feel what death was like take this. At first i thought maybe I was forgetting to eat with it...but then I ate big meals with it AND STILL I WOULD GET REALLY SICK AND THROW UP FOR LIKE 1 HOUR.,snnn,0.893412
1003778,1003778,1,"This book is a throwback for sure, but in a way that is endearing and certainly appealing to children. A nice car, a funny little man, a leisurely drive up and down hills through country and town past animals and houses, the changing of a flat tire, and back home again. My 25-month old son loves hearing this book over and over, and enjoys its repetitive language as well as the story. Perfect book for small children, and particularly car-loving little boys.",spppp,0.9770687
3479988,3479988,1,"This is their best live dvd/video thus far. The sound and picture quality are perfect. No stupid effects like in ""Keys..""It also comes with a second disc with a ""Behind the scenes"" thing for this tour and the video for ""Don't Go"". My only complaint is that it doesn't have Rick or Tony on keyboards. They have another new guy on keyboards. Nowhere near as good as the other guys, but at least he doesn't completely ruin it. If you've never bought a live Yes dvd before, this would definitely be a good one to start with. Now if they would just release a live dvd with the Trevor Rabin/Tony Kaye line-up. hint hint",sppnnpnppp,0.23008212
1366327,1366327,-1,"Instead of using clips to lock them in, this uses thin 2 sided tape but they are mounted on the inside. Don't buy this.",snn,0.86601764
2224143,2224143,1,"The Norpro butter keeper is a great way to keep your butter soft. So very easy to use and small in size. The only way to always have nice, soft butter.",sppp,0.8769683
3466809,3466809,-1,The sound was fine on this device but I gave it one star because it would not sit up properly and would lean backwards until it was completely flat. I ended up returning it to Amazon and not purchasing another.,snn,0.32786226
2243170,2243170,-1,"This item quality is very poor due to imitation, there is a leakage coming from the top cover and the price is expensive and was made from the original product price.",sn,0.9236055
1415036,1415036,-1,Nearly all made of plastic. The steamer doesn't work well so can really steam milk and make coffee. The coffee taste funny.. I went back to my simple plastic cone. This was a waste of money.,snnnnn,0.906578
1756006,1756006,-1,"NEVER USE IN HOME OR SMALL UNVENTED PLACE- bought to help the old rv, but the Carbon Monoxide detector goes crazy!!!! BE CAREFUL---- buy it elsewhere---i am now an Amazon Hater- so get it elsewhere if you want it- my opinion",snn,0.77562934
2436748,2436748,-1,"I decided to buy this specific product after reading the reviews and seeing the rating. I'm sure it works like a charm for others, but it was worthless to me. No reception no matter what direction I turned it. Then I went out and bought a Coaxial connector in order to move the unit closer to the window. This yielded marginal result. Then I tried the TV upstairs with no luck. I printed out the Return receipt and boxed it up and a colleague decided that he wanted it. I would not recommend this to anyone as it did not work for me but my colleague still wanted it after me complaining about it.",spnnpnnpn,0.87158626
2976225,2976225,-1,I had to read this book for my book club and we all pretty much said the same thing: not that good!,sn,0.788924
1641048,1641048,-1,"Have you ever wished you could drop several thousand dollars on fancy clothes your friends will probably laugh at you for wearing? Ever wished you were that well-dressed prick who just struck out with his waitress? Does your mind not rebel at the thought of any normal person ordering a ""dirty martini straight up shaken not stirred with a twist and three olives"" at the bar?Basically, this book amounts to plugging a lot of crap you don't need and trying to convince that it's manly to get a manicure and act like a cheap goombah. Before I read this book I would have thought it's okay for a man to wear jeans and a shirt to a bar and order a beer. Thanks Frank.Also, I'm a big fan of The Sopranos, but Frank spends way too much time licking James Gandolfini's patent leather shoes. It's disgusting, I almost threw up all over the book!",snnnnpn,0.9490666
2029642,2029642,1,"The ""I Didn't Know That"" series are fun, funny and informative books. In this book, each spread covers some sort of mystery (eg. Stonehenge, The Bermuda Triangle, Amelia Earhart) and provides kids with lots of interesting tidbits and trivia on each subject. The topics covered here were actually so interesting to our whole family that we've researched them further. Our 9-year-old son even plans to read a book about the Mary Celeste! They're perfect for the car -- we usually have one stashed in the back seat.",spppppp,0.9637654
1905754,1905754,1,"I was looking on Wikipedia the other day cause i was bored, and happened to find the page for this DVD. On the page there was a section entitled SEQUEL. It said that the sequel would feature matches not included in the first DVD set. The only specific the website gave was that Takers's match against Jake Roberts(presumably at Wrestlemania VIII) was being considered. I was wondering if anybody else has heard about this second DVD, and if they have, i would be delighted to know what matches are scheduled to be included in it. I am the biggest Undertaker fan, and I cannot wait for the second DVD set. If someone knows any of the matches that are going to be included, please respond, or if you have guesses or suggestions, that be great too.Thanks. R.I.P.",sppnppppp,0.13823545
644689,644689,-1,"The track assortment is good, but a bit short in quantity and the sound quality is poor, so unless you are a die hard mono enthusiast, which I am most certainly not, then look elsewhere.May I recommend: ""Sounds of Summer: the Very Best of"" this has more tracks and all of their hits, many in glorious remastered stereo.If you just like(not love) the Beach Boys, and want only one CD to represent them, this will suit you better than any other current issue I know.",sn,0.3619335
347548,347548,1,"My dad flew in the Valley of Death just a few short years after Gen Moore was there. The descriptions of the terrain, battle, even the politics and diplomatic issues are just outstanding. This book should be required reading for American History classes. It's about darn time someone told the story without all the BS that being politically correct requires. Gen Moore, you told it like it was, and we thank you for that sir.",snppnp,0.9424912
1449828,1449828,-1,Its one of the cheapest i found on amazon and I did not want to spend much. And I exactly got what I paid for. Quality is not good at all. Very thin. And Non-Microwaveable.,sppnnn,0.469919
274138,274138,1,I have had the pleasure to meet Rosita and tour her interuptive trail. She makes me want to go back to Chaa Creek for more.,spp,0.87929374
2862255,2862255,-1,"I bought the EPSON R320 30 days ago for just under $200, it is now is selling for $20 less in the same store. I took it back because it is a stupid printer, the default settings baffle me, if you swap between 8x11.5 paper and 4x6 photos you never know how your printout is going look. The printer seemed to go into lala land while using it, had to shut it off and re-power on to get it going again (then I had to reset the settings for the type of print I was doing). The software supplied with the printer ""FILM FACTORY"" is worse then useless; it seems it was designed to use ink uselessly. I got better prints just using MSWORD or the Camedia program that came with my camera. The store (FRYS) took it back and I bought a bubble jet at same price, which so far is working fine.",spnnnpp,0.588793
2605836,2605836,-1,I miss Happy Family. I have some. I like this doll that im Reviewing but mattel tell the Happy Family fans like me that this doll is not Midge.,sppp,0.49181297
986983,986983,-1,"I was looking for a study that might help church members who are ""put off"" by the word Evangelism. However, this book was rather academic, and spent too much time negating what ""has been"" before getting to the ""new vision"". Had I been captured in the beginning by something helpful and new, I might have had more motivation to wade through what has not worked and the reasons why.",snnp,0.40530026
2555970,2555970,1,Great music!! I purchase CDs when I can't find songs on itunes that I want. First One On The Beach by Pat Carpenter and The Tempest along with Southern Belles by Band Of Oz are hard to find. I also really like that the two best songs by Poor Souls are here too.,spnpp,0.98229456
111714,111714,1,"I could not put this book down..I stayed up until 6 AM one morning reading it!! that's how good it was! I am now reading the sequel,""Secrets Of The Morning"" and i think it may even be a little better! this book is a must have!!",sppppp,0.689429
1646128,1646128,1,"This is an excellent book! Even though it is written by a differnt author it sounds excatly like what Margret Mitchel herself!The charectors are exactly what you would expect. What happened at melanie's funeral? How does Scarlett get Rhett back(we all know it's going to happen,she always gets what she wants)!? Who gets Ashley?Who are the new charectors? Were does the story take place? It's all here you have to read it!",sppnpppp,0.46600538
3507777,3507777,1,"I especially like the physical characteristics of the guide. Every page is in color on nice paper and the binding is very nice as well. Unlike most travel guides I have used, this one gives the reader a good history lesson on the area so that you can appreciate the historic value of the land. Easy to use. Covers everything you would expect from a guide.",sppppp,0.2677755
2271382,2271382,-1,"I saw the film and I was not terribly impressed. It was something to see, sort of a Night of the Living Dead survival horror. Of which there is nothing really scary only gory and gore used with a good horror film is actually more effective than simply used for cheap gasps. Wooden performances. A cheap thrill. Not even camp value. Avoid or wait till dvd. It should be out fairly soon.",snpnpnnnp,0.76116335
346810,346810,-1,This cd is pure guitar noise! No vocals. It is a disgrace to the original misfits. Graves blows on most of the songs. Where is his energy. Glenn needs to get back and make things like the once were.,spnnnnp,0.16465881
943977,943977,-1,"UP is simply a very tired and lifeless sounding Peter Gabriel album. Regardless, he still remains one of the most brilliant recording artists of our time. For those who don't own any of Gabriel's earlier records (I met one such person recently), go and purchase SO and listen to ""IN YOUR EYES"" , ""MERCY STREET"", and ""DON'T GIVE UP"". By far some of the best songs he's ever written.",snppp,0.97318333
1154283,1154283,-1,CD emits a high-pitched sound that is not part of sound track. I will be returning it for another product.,snp,0.16343701
2287542,2287542,-1,"I've been a Crowes fan since the release of ""shake your money maker"", and always found something listenable on their disks, even on ""By Your Side""...this one, ""Lions"", just plain stinks. I don't know what they were thinking of, and it certainly isn't their best work. ""WarPaint"" is better; ""three snakes and one charm"" is better, even ""by your side"" is better. This one should have never made it out of the studio. I'm just glad I got it used and cheap, I would have hated paying full price for it...",snnpnp,0.3499107
3394415,3394415,1,"I have a Nikon D60 and a 70-300mm F4-5.6 AF-s VRII lens. Not being able to purchase Nikons 4-600mm lenses ($2,500-10,000)but needing a little longer reach for surf and bird photography I chose to try this Tele-converter.The auto-focus works ok in bright light, the VR works too, to my surprise, unfortunately image quality is not top notch but well enough that most photos come out pretty good. Exif data does not show the extra length of the lens, 300mm to 620mm.I have learned that shutter priority is best and let the camera control aperture. F8,9,10,11 being the best. I took photos at a canoe race today from shore and got pretty descent shots. The Kenko pro 1.4 supposedly the same as this Tamron just different names. I do recommend this if you need longer reach but can't afford Nikons high end lenses. [...]",sppnppnpp,0.14614524
1248614,1248614,1,I was not shure about this album. But did take the risk and I am very pleased. This album is excelent.,snpp,0.98036814
553885,553885,1,"If you, like me, have always admired photos of Ms. Brooks but never took the time to watch one of her films you're in for QUITE an experience.She has a screen presence that's hard to describe. Aside from her obvious beauty she transmits something in her eyes that jumps across three quarters of a century and confronts you as a woman of contemporary society. Very little of the usual silent film hand-wringing and eyelash-batting takes place here, instead she draws us in with subtlety, thankfully at the hands of a great director.The camerawork is genuinely moving, genuinely beautiful in many ways. A few times I found myself hitting the pause button to admire a still frame, worthy of hanging in a gallery on its own and out of context.A perfect introduction to Pandora's Box, which will knock you out of your chair.",spppp,0.56858337
3067330,3067330,1,"I had purchased an earlier edition of this book years ago, and found it so helpful that when I decided to refresh my skills, I knew that I needed another copy. I especially appreciate the accompanying CDs with this edition. This is a wonderful resource for beginner through intermediate Spanish students. I highly recommend it!",spppp,0.9774565
3587109,3587109,1,"This edition Of the popular NOW That's What I Call Music series Features songs such as ""Someone To Call My Lover"" Janet Jackson, ""Pop"" Nsync, ""Bootylicious"" Destiny's Child, ""U Got It Bad"" Usher, ""I'm A Believer"" Smash Mouth, and many others as well. I think it is worth buying because of the songs i just meantioned.",spp,0.9056263
3551430,3551430,-1,"I am so Glad I got a used copy of this book. The very short book ""Simply Simeon"" had all the information I needed without having to read all the self promotion of Kevin Trudeau. Snooze! This book is a ripoff of the original Dr. Simeon's ""pounds and inches"" with over the top ideas of Kevin Trudeau.",spppn,0.6616269
1540226,1540226,-1,"People are claiming this is a well plotted novel, but I don't see how. The story goes forward only because Preston is so tight lipped that Ike must stay in Huntington Beach to figure things out. This struck me as a bald-faced plotting device -- rather than something believable evolving out of Preston's character. The ending is fantastically ghoulish, and totally random. Nothing in the story lays the trail for it. Again, it didn't evolve naturally out of what came before. A good story should be a surprise without being a surprise, if that makes any sense.On the positive side character development is very good, for Ike and Hound especially.",snnnnnnp,0.9396798
1938370,1938370,-1,"I bought this for my pony-obsessed daughter for Christmas, mostly because it was the only way to get the Breezie ""Zipzee"" (one of the main Breezies in the new movies). Thank goodness I wasn't expecting much out of this toy after reading reviews on the other playsets, because it didn't even last a day! After I assembled the ""braiding"" handle and my daughter quickly learned how to operate it herself, she came out not an hour later in tears because it had fallen apart. Not the handle you snap on, mind you. That was still firmly attatched. The rest of the mechanism had more or less disintegrated as she used it! Fortunately she gets enough use out of Zipzee and Daffidaisy that it wasn't too much of a loss that I had to throw it away only hours after opening the box. So, unless you're really after Zipzee or Daffidaisy, don't waste your money on this junky thing that could potentially be a choking hazaard for younger siblings. Horrible!!!",sppnnpnpnnp,0.689429
2771270,2771270,1,"In some circles to describe music as ""pretty"" or ""nice"" is to be derogatory of it, but I mean it in this instance as a compliment. The music by Mr Mays, Mr Wilson (drums) and Mr Wind (Bass) is not ground breaking, but skilled impressionistic interpretations of a handful of standards THE THINGS WE DID LAST SUMMER, INDIAN SUMMER etc and a couple of originals, one by each of the players. Noteworthy: the sounds of sprinkling water created at the opening of SUMMER NIGHT by the drummer and other effects throughout the programme; the music has been beautifully recorded at Maggie's Farm; prominent bass work throughout by Mr Wind. In summary a pleasant programme of easy listening, piano music lovers especially take note.",spppp,0.9798933
2838936,2838936,-1,"The illustrations enticed me to buy this book without reading it. As my family sat around the Christmas tree, warmed by the fire, we began reading the book only to be completely disappointed at the ending. ""What,"" cried the family, ""was that all about?"" With a great beginning, rather unique and interresting and wonderful illustrations, the story went nowhere and will be returned to the bookstore as soon as I get a chance.",spnnp,0.97651404
